NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
MESONEPHRIC DUCT MORPHOGENESIS%GOBP%GO:0072180	2		Rejected!	
REGULATION OF BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS%GOBP%GO:0090189	14		Rejected!	
POSITIVE REGULATION OF VOLTAGE-GATED CALCIUM CHANNEL ACTIVITY%GOBP%GO:1901387	5		Rejected!	
NEGATIVE REGULATION OF CELL GROWTH INVOLVED IN CARDIAC MUSCLE CELL DEVELOPMENT%GOBP%GO:0061052	1		Rejected!	
CELLULAR RESPONSE TO INTERLEUKIN-6%GOBP%GO:0071354	23	19		
POSITIVE REGULATION OF ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN%GOBP%GO:0002585	2		Rejected!	
TRANSPOSABLE ELEMENT SILENCING%GOBP%GO:0010526	40	27		
POSITIVE REGULATION OF NEUROBLAST PROLIFERATION%GOBP%GO:0002052	11		Rejected!	
PROTEIN LOCALIZATION TO CILIARY TRANSITION ZONE%GOBP%GO:1904491	8		Rejected!	
CYCLIC NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009190	20		Rejected!	
EMBRYONIC BRAIN DEVELOPMENT%GOBP%GO:1990403	5		Rejected!	
POSITIVE REGULATION OF MEMBRANE DEPOLARIZATION%GOBP%GO:1904181	8		Rejected!	
SPINDLE ASSEMBLY CHECKPOINT SIGNALING%GOBP%GO:0071173	27	26		
GLYCOSAMINOGLYCAN METABOLIC PROCESS%GOBP%GO:0030203	40	34		
METANEPHRIC CAPSULE DEVELOPMENT%GOBP%GO:0072213	1		Rejected!	
ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE%GOBP%GO:0061844	86	20		
DOPAMINE SECRETION%GOBP%GO:0014046	1		Rejected!	
LEUKOCYTE MIGRATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002522	1		Rejected!	
POSITIVE REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS%GOBP%GO:0002863	6		Rejected!	
CHEMOKINE (C-C MOTIF) LIGAND 21 SIGNALING PATHWAY%GOBP%GO:0038116	4		Rejected!	
PEPTIDYL-L-CYSTEINE S-PALMITOYLATION%GOBP%GO:0018230	14		Rejected!	
POSITIVE REGULATION OF MICROTUBULE NUCLEATION%GOBP%GO:0090063	7		Rejected!	
FATTY ACID PRIMARY AMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0062112	1		Rejected!	
PROTEIN TRANSPORT ALONG MICROTUBULE%GOBP%GO:0098840	12		Rejected!	
RESPONSE TO SELENIUM ION%GOBP%GO:0010269	3		Rejected!	
REGULATION OF BIOLOGICAL PROCESS%GOBP%GO:0050789	10408		Rejected!	
BONE REMODELING%GOBP%GO:0046849	16		Rejected!	
POSITIVE REGULATION OF HOMOTYPIC CELL-CELL ADHESION%GOBP%GO:0034112	18		Rejected!	
REGULATION OF FRUCTOSE 1,6-BISPHOSPHATE METABOLIC PROCESS%GOBP%GO:0060551	1		Rejected!	
PURINERGIC NUCLEOTIDE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0035590	10		Rejected!	
RESPONSE TO INTERLEUKIN-1%GOBP%GO:0070555	72	60		
POSITIVE REGULATION OF CELL CYCLE CHECKPOINT%GOBP%GO:1901978	17	17		
POSITIVE REGULATION OF ANGIOTENSIN-ACTIVATED SIGNALING PATHWAY%GOBP%GO:0110063	1		Rejected!	
SENSORY SYSTEM DEVELOPMENT%GOBP%GO:0048880	207	127		
REGULATION OF TUMOR NECROSIS FACTOR (LIGAND) SUPERFAMILY MEMBER 11 PRODUCTION%GOBP%GO:2000307	3		Rejected!	
INORGANIC CATION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098659	100	49		
PEPTIDYL-ASPARTIC ACID MODIFICATION%GOBP%GO:0018197	2		Rejected!	
RESPONSE TO MUSCLE INACTIVITY%GOBP%GO:0014870	5		Rejected!	
UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE C-END DEGRON RULE PATHWAY%GOBP%GO:0140627	15	15		
ASSEMBLY OF LARGE SUBUNIT PRECURSOR OF PRERIBOSOME%GOBP%GO:1902626	1		Rejected!	
FOLATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0098838	4		Rejected!	
2-OXOGLUTARATE METABOLIC PROCESS%GOBP%GO:0006103	16		Rejected!	
POSITIVE REGULATION OF MITOTIC DNA DAMAGE CHECKPOINT%GOBP%GO:1904291	1		Rejected!	
RESPONSE TO BIOTIN%GOBP%GO:0070781	1		Rejected!	
NEGATIVE REGULATION OF FATTY ACID TRANSPORT%GOBP%GO:2000192	7		Rejected!	
MITOCHONDRIAL TRANSLATIONAL ELONGATION%GOBP%GO:0070125	4		Rejected!	
INTERLEUKIN-27-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070106	7		Rejected!	
SOMITE ROSTRAL/CAUDAL AXIS SPECIFICATION%GOBP%GO:0032525	4		Rejected!	
NEGATIVE REGULATION OF ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002587	2		Rejected!	
REGULATION OF GLUCOSYLCERAMIDE CATABOLIC PROCESS%GOBP%GO:2000752	2		Rejected!	
NEGATIVE REGULATION OF PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS%GOBP%GO:0010512	2		Rejected!	
BOX H/ACA SNO(S)RNA PROCESSING%GOBP%GO:0034964	2		Rejected!	
DCMP CATABOLIC PROCESS%GOBP%GO:0006249	3		Rejected!	
INTERMEDIATE FILAMENT CYTOSKELETON ORGANIZATION%GOBP%GO:0045104	87	40		
MODIFICATION OF POSTSYNAPTIC ACTIN CYTOSKELETON%GOBP%GO:0098885	1		Rejected!	
RESPONSE TO LAMINAR FLUID SHEAR STRESS%GOBP%GO:0034616	31	29		
REGULATION OF MEMORY T CELL DIFFERENTIATION%GOBP%GO:0043380	10		Rejected!	
REGULATION OF RIBOSOMAL SUBUNIT EXPORT FROM NUCLEUS%GOBP%GO:2000200	1		Rejected!	
SALIVARY GLAND DEVELOPMENT%GOBP%GO:0007431	6		Rejected!	
PROACROSOMAL VESICLE FUSION%GOBP%GO:0120211	1		Rejected!	
NEGATIVE REGULATION OF PROGRAMMED NECROTIC CELL DEATH%GOBP%GO:0062099	12		Rejected!	
REGULATION OF NEURAL PRECURSOR CELL PROLIFERATION%GOBP%GO:2000177	39	26		
REGULATION OF RELAXATION OF MUSCLE%GOBP%GO:1901077	14		Rejected!	
IMMUNE RESPONSE-REGULATING SIGNALING PATHWAY%GOBP%GO:0002764	359	182		
BUTYRATE METABOLIC PROCESS%GOBP%GO:0019605	2		Rejected!	
PEPTIDYL-PROLINE HYDROXYLATION TO 4-HYDROXY-L-PROLINE%GOBP%GO:0018401	2		Rejected!	
CELLULAR RESPONSE TO COBALT ION%GOBP%GO:0071279	2		Rejected!	
MEIOTIC NUCLEAR DIVISION%GOBP%GO:0140013	133	84		
BEHAVIORAL RESPONSE TO ACETIC ACID INDUCED PAIN%GOBP%GO:0061367	1		Rejected!	
REGULATION OF EARLY ENDOSOME TO RECYCLING ENDOSOME TRANSPORT%GOBP%GO:1902954	4		Rejected!	
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA GERMLINE RECOMBINATION WITHIN A SINGLE LOCUS%GOBP%GO:0002562	24	19		
NEGATIVE REGULATION OF CALCIUM-MEDIATED SIGNALING%GOBP%GO:0050849	19		Rejected!	
SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:0001501	274		Rejected!	
POSITIVE REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010811	90	72		
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GOBP%GO:0000956	94	92		
HISTAMINE TRANSPORT%GOBP%GO:0051608	5		Rejected!	
PROTEIN K48-LINKED DEUBIQUITINATION%GOBP%GO:0071108	22	20		
NEGATIVE REGULATION OF SODIUM ION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1903783	2		Rejected!	
THYROID HORMONE CATABOLIC PROCESS%GOBP%GO:0042404	3		Rejected!	
PROPIONATE METABOLIC PROCESS, METHYLMALONYL PATHWAY%GOBP%GO:0019678	1		Rejected!	
SENSORY PERCEPTION OF TOUCH%GOBP%GO:0050975	5		Rejected!	
ORGANELLE FUSION%GOBP%GO:0048284	124	107		
PROTEIN LOCALIZATION TO LYSOSOME%GOBP%GO:0061462	42	42		
POSITIVE REGULATION OF ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:0032414	32	24		
RNA LOCALIZATION TO CAJAL BODY%GOBP%GO:0090670	11		Rejected!	
LEUKOTRIENE CATABOLIC PROCESS%GOBP%GO:0036100	4		Rejected!	
POSITIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903708	147	93		
POSITIVE REGULATION OF INTERMEDIATE FILAMENT DEPOLYMERIZATION%GOBP%GO:0030844	1		Rejected!	
RESPONSE TO METHYLGLYOXAL%GOBP%GO:0051595	2		Rejected!	
CELLULAR RESPONSE TO INTERLEUKIN-15%GOBP%GO:0071350	10		Rejected!	
NOTOCHORD DEVELOPMENT%GOBP%GO:0030903	4		Rejected!	
DEPURINATION%GOBP%GO:0045007	4		Rejected!	
NUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS%GOBP%GO:0009125	12		Rejected!	
CENTROMERE COMPLEX ASSEMBLY%GOBP%GO:0034508	17	17		
FORMATION OF RADIAL GLIAL SCAFFOLDS%GOBP%GO:0021943	1		Rejected!	
GHRELIN SECRETION%GOBP%GO:0036321	1		Rejected!	
LACTATE BIOSYNTHETIC PROCESS FROM PYRUVATE%GOBP%GO:0019244	1		Rejected!	
REGULATION OF ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0050812	10		Rejected!	
GROWTH HORMONE RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0060397	11		Rejected!	
NEGATIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS%GOBP%GO:0090051	15		Rejected!	
NEGATIVE REGULATION OF CORTICOTROPIN-RELEASING HORMONE RECEPTOR ACTIVITY%GOBP%GO:1900011	1		Rejected!	
IRON ION EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1903988	1		Rejected!	
POSITIVE REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:1901800	102	91		
POSITIVE REGULATION OF INTERLEUKIN-22 PRODUCTION%GOBP%GO:0032746	1		Rejected!	
POSITIVE REGULATION OF IMMATURE T CELL PROLIFERATION%GOBP%GO:0033091	3		Rejected!	
ACTIVATION OF ADENYLATE CYCLASE ACTIVITY%GOBP%GO:0007190	13		Rejected!	
RELAXATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE%GOBP%GO:0060087	2		Rejected!	
NEGATIVE REGULATION OF LIPID CATABOLIC PROCESS%GOBP%GO:0050995	23		Rejected!	
L-METHIONINE SALVAGE FROM METHYLTHIOADENOSINE%GOBP%GO:0019509	5		Rejected!	
POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043536	51	46		
CHAPERONE-MEDIATED AUTOPHAGY%GOBP%GO:0061684	4		Rejected!	
PROTEIN TARGETING TO LYSOSOME INVOLVED IN CHAPERONE-MEDIATED AUTOPHAGY%GOBP%GO:0061740	3		Rejected!	
RENAL WATER HOMEOSTASIS%GOBP%GO:0003091	31	21		
RESPONSE TO FIBROBLAST GROWTH FACTOR%GOBP%GO:0071774	59	41		
OVARIAN CUMULUS EXPANSION%GOBP%GO:0001550	3		Rejected!	
POSITIVE REGULATION OF BILE ACID METABOLIC PROCESS%GOBP%GO:1904253	3		Rejected!	
REGULATION OF PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0042306	39	36		
POSITIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002708	100	62		
REGULATION OF BONE RESORPTION%GOBP%GO:0045124	32	22		
NOSE MORPHOGENESIS%GOBP%GO:0043585	3		Rejected!	
RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0034612	109	90		
POSITIVE REGULATION OF CALCIUM ION IMPORT%GOBP%GO:0090280	14		Rejected!	
EMBRYONIC ECTODERMAL DIGESTIVE TRACT MORPHOGENESIS%GOBP%GO:0048613	1		Rejected!	
DCTP METABOLIC PROCESS%GOBP%GO:0046065	1		Rejected!	
PROTEIN LOCALIZATION TO SITE OF DOUBLE-STRAND BREAK%GOBP%GO:1990166	15	15		
CELLULAR OXIDANT DETOXIFICATION%GOBP%GO:0098869	20	16		
MENAQUINONE CATABOLIC PROCESS%GOBP%GO:0042361	5		Rejected!	
NEGATIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001911	27	15		
T-HELPER 17 CELL LINEAGE COMMITMENT%GOBP%GO:0072540	9		Rejected!	
FOLIC ACID METABOLIC PROCESS%GOBP%GO:0046655	12		Rejected!	
REGULATION OF INTERLEUKIN-17-MEDIATED SIGNALING PATHWAY%GOBP%GO:1903881	1		Rejected!	
INTRACELLULAR IRON ION HOMEOSTASIS%GOBP%GO:0006879	64	53		
'DE NOVO' L-METHIONINE BIOSYNTHETIC PROCESS%GOBP%GO:0071266	1		Rejected!	
POSITIVE REGULATION OF PROTEIN FOLDING%GOBP%GO:1903334	4		Rejected!	
DATP METABOLIC PROCESS%GOBP%GO:0046060	1		Rejected!	
POSITIVE REGULATION OF GONAD DEVELOPMENT%GOBP%GO:1905941	6		Rejected!	
NADPH REGENERATION%GOBP%GO:0006740	15		Rejected!	
PROTEIN IMPORT INTO MITOCHONDRIAL INTERMEMBRANE SPACE%GOBP%GO:0045041	4		Rejected!	
LATE VIRAL TRANSCRIPTION%GOBP%GO:0019086	4		Rejected!	
NEGATIVE REGULATION OF METANEPHROS DEVELOPMENT%GOBP%GO:0072217	1		Rejected!	
CELLULAR RESPONSE TO CALORIC RESTRICTION%GOBP%GO:0061433	1		Rejected!	
PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:0070647	577		Rejected!	
ERBB4 SIGNALING PATHWAY%GOBP%GO:0038130	6		Rejected!	
CELL JUNCTION DISASSEMBLY%GOBP%GO:0150146	10		Rejected!	
REGULATION OF RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:1901031	4		Rejected!	
PERIPHERAL NERVOUS SYSTEM AXON REGENERATION%GOBP%GO:0014012	2		Rejected!	
POSITIVE REGULATION OF IRON ION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1904440	1		Rejected!	
POSITIVE REGULATION OF ARF PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0032014	2		Rejected!	
TYPE B PANCREATIC CELL APOPTOTIC PROCESS%GOBP%GO:0097050	2		Rejected!	
DETERMINATION OF LIVER LEFT/RIGHT ASYMMETRY%GOBP%GO:0071910	6		Rejected!	
POSITIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GOBP%GO:1901989	87	80		
MAINTENANCE OF CELL NUMBER%GOBP%GO:0098727	49	37		
REGULATION OF EPIDERMAL GROWTH FACTOR-ACTIVATED RECEPTOR ACTIVITY%GOBP%GO:0007176	10		Rejected!	
CELLULAR RESPONSE TO CGMP%GOBP%GO:0071321	5		Rejected!	
EARLY ENDOSOME TO GOLGI TRANSPORT%GOBP%GO:0034498	13		Rejected!	
BOX H/ACA SNORNP ASSEMBLY%GOBP%GO:0000493	2		Rejected!	
RIBONUCLEOSIDE DIPHOSPHATE CATABOLIC PROCESS%GOBP%GO:0009191	43	31		
POLE PLASM ASSEMBLY%GOBP%GO:0007315	6		Rejected!	
REGULATION OF CARDIAC MUSCLE TISSUE REGENERATION%GOBP%GO:1905178	2		Rejected!	
SPERM DNA CONDENSATION%GOBP%GO:0035092	14		Rejected!	
CHRONIC INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS%GOBP%GO:0002439	1		Rejected!	
CARBOHYDRATE BIOSYNTHETIC PROCESS%GOBP%GO:0016051	77	56		
ERBB4-ERBB4 SIGNALING PATHWAY%GOBP%GO:0038138	4		Rejected!	
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR (LIGAND) SUPERFAMILY MEMBER 11 PRODUCTION%GOBP%GO:2000308	1		Rejected!	
POSITIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:1904707	22	19		
SEX-CHROMOSOME DOSAGE COMPENSATION%GOBP%GO:0007549	15	15		
EMBRYONIC MORPHOGENESIS%GOBP%GO:0048598	283		Rejected!	
POSITIVE REGULATION OF BROWN FAT CELL DIFFERENTIATION%GOBP%GO:0090336	15		Rejected!	
RESPONSE TO HYDROGEN SULFIDE%GOBP%GO:1904880	1		Rejected!	
NEGATIVE REGULATION OF HAIR FOLLICLE DEVELOPMENT%GOBP%GO:0051799	1		Rejected!	
REGULATION OF DENDRITIC CELL DENDRITE ASSEMBLY%GOBP%GO:2000547	3		Rejected!	
REGULATION OF ANTEROGRADE SYNAPTIC VESICLE TRANSPORT%GOBP%GO:1903742	2		Rejected!	
PHOSPHATIDYLINOSITOL-MEDIATED SIGNALING%GOBP%GO:0048015	23	18		
URINARY TRACT SMOOTH MUSCLE CONTRACTION%GOBP%GO:0014848	2		Rejected!	
PYRIMIDINE RIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009222	7		Rejected!	
DENSE CORE GRANULE TRANSPORT%GOBP%GO:1901950	8		Rejected!	
TRANSCRIPTION PREINITIATION COMPLEX ASSEMBLY%GOBP%GO:0070897	66	50		
RHOMBOMERE DEVELOPMENT%GOBP%GO:0021546	1		Rejected!	
REGULATION OF DNA-TEMPLATED TRANSCRIPTION ELONGATION%GOBP%GO:0032784	94	92		
ALDITOL PHOSPHATE METABOLIC PROCESS%GOBP%GO:0052646	9		Rejected!	
CELL PROLIFERATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:0072111	7		Rejected!	
ALDEHYDE BIOSYNTHETIC PROCESS%GOBP%GO:0046184	8		Rejected!	
REGULATION OF SCHWANN CELL DIFFERENTIATION%GOBP%GO:0014038	3		Rejected!	
CELL MORPHOGENESIS INVOLVED IN NEURON DIFFERENTIATION%GOBP%GO:0048667	290		Rejected!	
QUATERNARY AMMONIUM GROUP TRANSPORT%GOBP%GO:0015697	13		Rejected!	
POSITIVE REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL EXTRAVASATION%GOBP%GO:2000451	2		Rejected!	
POSITIVE REGULATION OF OSTEOBLAST PROLIFERATION%GOBP%GO:0033690	6		Rejected!	
PROTEIN-TETRAPYRROLE LINKAGE%GOBP%GO:0017006	1		Rejected!	
NEUROTRANSMITTER RECEPTOR TRANSPORT TO PLASMA MEMBRANE%GOBP%GO:0098877	8		Rejected!	
ENDOTHELIAL TIP CELL FATE SPECIFICATION%GOBP%GO:0097102	2		Rejected!	
ISOPEPTIDE CROSS-LINKING%GOBP%GO:0018262	1		Rejected!	
REGULATION OF STEM CELL PROLIFERATION%GOBP%GO:0072091	27	21		
CHOLECYSTOKININ SIGNALING PATHWAY%GOBP%GO:0038188	2		Rejected!	
NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009124	25	25		
ORGANOHALOGEN METABOLIC PROCESS%GOBP%GO:0090345	3		Rejected!	
MONOATOMIC ANION TRANSMEMBRANE TRANSPORT%GOBP%GO:0098656	78	40		
REGULATION OF PROTEIN HOMODIMERIZATION ACTIVITY%GOBP%GO:0043496	1		Rejected!	
RESPONSE TO PROSTAGLANDIN%GOBP%GO:0034694	20	16		
CELLULAR RESPONSE TO INTERLEUKIN-1%GOBP%GO:0071347	57	50		
REGULATION OF BROOD SIZE%GOBP%GO:0060378	1		Rejected!	
CELLULAR RESPONSE TO IONOMYCIN%GOBP%GO:1904637	1		Rejected!	
PROTEIN INSERTION INTO MEMBRANE%GOBP%GO:0051205	70	64		
REGULATION OF OXIDOREDUCTASE ACTIVITY%GOBP%GO:0051341	16		Rejected!	
NEGATIVE REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032717	16		Rejected!	
ESTABLISHMENT OF GOLGI LOCALIZATION%GOBP%GO:0051683	8		Rejected!	
CELL COMMUNICATION%GOBP%GO:0007154	3986		Rejected!	
MISMATCH REPAIR INVOLVED IN MAINTENANCE OF FIDELITY INVOLVED IN DNA-DEPENDENT DNA REPLICATION%GOBP%GO:0070716	2		Rejected!	
NEGATIVE REGULATION OF METANEPHRIC GLOMERULAR MESANGIAL CELL PROLIFERATION%GOBP%GO:0072302	1		Rejected!	
POSITIVE REGULATION OF LIPOPHAGY%GOBP%GO:1904504	4		Rejected!	
SENSORY PERCEPTION OF SALTY TASTE%GOBP%GO:0050914	4		Rejected!	
POSITIVE REGULATION OF CELL DIFFERENTIATION INVOLVED IN PHENOTYPIC SWITCHING%GOBP%GO:1905917	1		Rejected!	
NEGATIVE REGULATION OF TELOMERE MAINTENANCE VIA SEMI-CONSERVATIVE REPLICATION%GOBP%GO:0032214	2		Rejected!	
POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238	40	30		
REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002682	1354		Rejected!	
POSITIVE REGULATION OF NEUTROPHIL MEDIATED KILLING OF SYMBIONT CELL%GOBP%GO:0070961	2		Rejected!	
NEUTROPHIL APOPTOTIC PROCESS%GOBP%GO:0001781	2		Rejected!	
POSITIVE REGULATION OF PROTEIN UBIQUITINATION%GOBP%GO:0031398	87	81		
GLUTAMATE RECEPTOR CLUSTERING%GOBP%GO:0097688	4		Rejected!	
NEGATIVE REGULATION OF PROTEIN AUTOUBIQUITINATION%GOBP%GO:1905524	2		Rejected!	
RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0031667	259		Rejected!	
ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0030218	63	43		
PYRIMIDINE NUCLEOBASE METABOLIC PROCESS%GOBP%GO:0006206	9		Rejected!	
ENDOTHELIAL CELL ACTIVATION%GOBP%GO:0042118	9		Rejected!	
NEGATIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033137	8		Rejected!	
PIGMENT GRANULE LOCALIZATION%GOBP%GO:0051875	20	19		
RRNA ACETYLATION%GOBP%GO:1990882	1		Rejected!	
DTTP BIOSYNTHETIC PROCESS%GOBP%GO:0006235	3		Rejected!	
RESPONSE TO MITOCHONDRIAL DEPOLARISATION%GOBP%GO:0098780	5		Rejected!	
NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION INITIATION%GOBP%GO:2000143	7		Rejected!	
CELLULAR PIGMENTATION%GOBP%GO:0033059	56	51		
CELL MIGRATION INVOLVED IN HEART FORMATION%GOBP%GO:0060974	2		Rejected!	
PYRIMIDINE RIBONUCLEOSIDE CATABOLIC PROCESS%GOBP%GO:0046133	2		Rejected!	
REGULATION OF RESPONSE TO DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:1902153	1		Rejected!	
GDP-FUCOSE IMPORT INTO GOLGI LUMEN%GOBP%GO:0036085	1		Rejected!	
RESPONSE TO MURAMYL DIPEPTIDE%GOBP%GO:0032495	14		Rejected!	
NATURAL KILLER CELL PROLIFERATION%GOBP%GO:0001787	2		Rejected!	
ANIMAL ORGAN FORMATION%GOBP%GO:0048645	13		Rejected!	
NEUROMUSCULAR PROCESS%GOBP%GO:0050905	62	46		
DECIDUALIZATION%GOBP%GO:0046697	12		Rejected!	
RIBOSOMAL LARGE SUBUNIT EXPORT FROM NUCLEUS%GOBP%GO:0000055	6		Rejected!	
NEGATIVE REGULATION OF SISTER CHROMATID COHESION%GOBP%GO:0045875	5		Rejected!	
TRIGLYCERIDE-RICH LIPOPROTEIN PARTICLE REMODELING%GOBP%GO:0034370	9		Rejected!	
GERMINAL CENTER FORMATION%GOBP%GO:0002467	3		Rejected!	
DETECTION OF CALCIUM ION%GOBP%GO:0005513	14		Rejected!	
BRANCHED-CHAIN AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009083	20	19		
BRONCHUS DEVELOPMENT%GOBP%GO:0060433	2		Rejected!	
VIRION ASSEMBLY%GOBP%GO:0019068	34	33		
PROTEIN LOCALIZATION TO MICROVILLUS%GOBP%GO:1904106	2		Rejected!	
LINOLEIC ACID METABOLIC PROCESS%GOBP%GO:0043651	19		Rejected!	
POSITIVE REGULATION OF CENTRAL TOLERANCE INDUCTION%GOBP%GO:0002648	1		Rejected!	
REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032386	217	195		
REGULATION OF CELL MIGRATION%GOBP%GO:0030334	798		Rejected!	
NEGATIVE REGULATION OF FIBROBLAST MIGRATION%GOBP%GO:0010764	6		Rejected!	
POSITIVE REGULATION OF ACYLGLYCEROL TRANSPORT%GOBP%GO:1901508	2		Rejected!	
SILVER ION TRANSPORT%GOBP%GO:0015673	1		Rejected!	
NEGATIVE REGULATION OF WNT-FRIZZLED-LRP5/6 COMPLEX ASSEMBLY%GOBP%GO:1904723	1		Rejected!	
URETER DEVELOPMENT%GOBP%GO:0072189	7		Rejected!	
MESENCHYMAL-EPITHELIAL CELL SIGNALING%GOBP%GO:0060638	1		Rejected!	
REGULATION OF GLUCAN BIOSYNTHETIC PROCESS%GOBP%GO:0010962	26	22		
HOMOSERINE METABOLIC PROCESS%GOBP%GO:0009092	1		Rejected!	
POSITIVE REGULATION OF SMOOTH MUSCLE CELL MIGRATION%GOBP%GO:0014911	17	15		
POSITIVE REGULATION OF MEDIATOR COMPLEX ASSEMBLY%GOBP%GO:2001178	1		Rejected!	
PROGESTERONE SECRETION%GOBP%GO:0042701	1		Rejected!	
REGULATION OF BIOMINERAL TISSUE DEVELOPMENT%GOBP%GO:0070167	85	63		
REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903844	123	108		
NEGATIVE REGULATION OF AUTOPHAGY%GOBP%GO:0010507	79	70		
POSITIVE REGULATION OF LONG-TERM SYNAPTIC POTENTIATION%GOBP%GO:1900273	15		Rejected!	
ZYGOTE ASYMMETRIC CELL DIVISION%GOBP%GO:0010070	1		Rejected!	
ESTABLISHMENT OF SISTER CHROMATID COHESION%GOBP%GO:0034085	11		Rejected!	
IRON IMPORT INTO CELL%GOBP%GO:0033212	5		Rejected!	
NEGATIVE REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0045833	83	55		
CELLULAR RESPONSE TO CHOLESTEROL%GOBP%GO:0071397	12		Rejected!	
MELANOSOME TRANSPORT%GOBP%GO:0032402	17	16		
NEURON PROJECTION MORPHOGENESIS%GOBP%GO:0048812	337		Rejected!	
SYNAPTIC VESICLE ENDOSOMAL PROCESSING%GOBP%GO:0099532	4		Rejected!	
REGULATION OF INTRACELLULAR STEROL TRANSPORT%GOBP%GO:0032380	8		Rejected!	
BIOSYNTHETIC PROCESS OF ANTIBACTERIAL PEPTIDES ACTIVE AGAINST GRAM-NEGATIVE BACTERIA%GOBP%GO:0002812	1		Rejected!	
POSITIVE REGULATION OF RIBOSOMAL SUBUNIT EXPORT FROM NUCLEUS%GOBP%GO:2000202	1		Rejected!	
NUCLEOSIDE PHOSPHATE CATABOLIC PROCESS%GOBP%GO:1901292	103	83		
COLUMNAR/CUBOIDAL EPITHELIAL CELL DEVELOPMENT%GOBP%GO:0002066	3		Rejected!	
GLIAL CELL-DERIVED NEUROTROPHIC FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0035860	13		Rejected!	
