"__mclCluster","EnrichmentMap::-log10(pvalue) (A2_enrichment)","EnrichmentMap::-log10(pvalue)*sign(NES) (A2_enrichment)","EnrichmentMap::-log10(pvalue)_max","EnrichmentMap::Colouring (A2_enrichment)","EnrichmentMap::Dataset_Chart","EnrichmentMap::ES (A2_enrichment)","EnrichmentMap::fdr_qvalue (A2_enrichment)","EnrichmentMap::fwer_qvalue (A2_enrichment)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (A2_enrichment)","EnrichmentMap::pvalue (A2_enrichment)","name","selected","shared name"
"25","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6936","0.0284","0.994","IL36A|SPP1|IL36B|VEGFA|IL36G|CSF3|IL1F10|PF4V1|IL25|CCL18|CCL27|CCL4L2|IL31|IL17C|IL36RN|IFNL2|IFNL3|EBI3|TSLP|IL27|IL37|IL17F|IL24|IL19|CXCL13|CXCL9|CX3CL1|IL10|IL12A|PF4|LTA|TGFB1|LIF|TNFSF13|IFNA13|XCL2|IL2|CCL7|TNLG7A|IL9|CCL17|CTF1|CCL24|CCL22|TNF|IFNK|OSM|IF1IB1|CSF2|CSF1|IL11|IL13|MMP9|PPBP|IFNG|IL12B|CCL13|CCL11|IL5|CCL19|IL23A|IL1A|NFKB1|CCL5|IL18|CXCL11|IL4|IL33|IL1B|IL1RN|CXCL3|CXCL2|CXCL14|IL17D|IFNB1|IL17B|IF2B1|IF2G|CXCL17|IF2D|IL6|IFNW1|CCL4|CXCL12|CCL2|EPO|CCL20|CCL8|CCL3|CXCL6|CCL16|CXCL8|CCL26|CCL15|IL7|CCL14|CCL23|CCL3L3|CXCL1|CCL21|CXCL5|AREG|CCL1|IFNA1|IL3|CCL28|IL17A|CNTF|IL-21|IL15|MMP3|XCL1|CXCL16|CCL25|IFNA17|IFNA10|IFNA21|IF1AA9|IFNA4|IFNA6|IFNA2|IFNA8|IFNA14|IFNA16","Overview of proinflammatory and profibrotic mediators","124","ENR","OVERVIEW OF PROINFLAMMATORY AND PROFIBROTIC MEDIATORS%WIKIPATHWAYS_20250810%WP5095%HOMO SAPIENS","1.875","0.0","OVERVIEW OF PROINFLAMMATORY AND PROFIBROTIC MEDIATORS%WIKIPATHWAYS_20250810%WP5095%HOMO SAPIENS","false","OVERVIEW OF PROINFLAMMATORY AND PROFIBROTIC MEDIATORS%WIKIPATHWAYS_20250810%WP5095%HOMO SAPIENS"
,"2.4814860601221125","2.4814860601221125","2.4814860601221125","0.9967","1","0.7697","0.0358","0.999","CEBPB|CHAC1|EIF2AK1|DDIT3|EIF2S1|ATF4|CEBPG|TRIB3|EIF2S2|ATF3|PPP1R15A|EIF2S3|ASNS|ATF5|GRB10","Response of EIF2AK1 (HRI) to heme deficiency","15","ENR","RESPONSE OF EIF2AK1 (HRI) TO HEME DEFICIENCY%REACTOME%R-HSA-9648895.4","1.8472","0.0033","RESPONSE OF EIF2AK1 (HRI) TO HEME DEFICIENCY%REACTOME%R-HSA-9648895.4","false","RESPONSE OF EIF2AK1 (HRI) TO HEME DEFICIENCY%REACTOME%R-HSA-9648895.4"
,"2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.8072","0.0094","0.571","UCP1|FFAR2|SCD|PPP5C|OR51E2|DGAT2|PDK3|SOX9|ILDR1|NR1H4|FOXO3|KCNK10|CD36|GLDC|FOXO1|AKR1C3|KCNK2|AKR1C2|IRS1|KCNK4|ZC3H12A|AKR1C4|AKR1C1|PID1|LPL|PRKCD|PDK4|FFAR3|FFAR1","response to fatty acid","29","ENR","RESPONSE TO FATTY ACID%GOBP%GO:0070542","1.9962","0.0","RESPONSE TO FATTY ACID%GOBP%GO:0070542","false","RESPONSE TO FATTY ACID%GOBP%GO:0070542"
"1","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7843","0.0089","0.535","FDFT1|ACAT2|FDPS|NSDHL|MSMO1|SOAT1|CYP51A1|LSS|GGPS1|TM7SF2|LIPA|DHCR24|SC5D|EBP|MVD|HSD17B7|MVK|HMGCR|SQLE|PMVK|IDI1","Lysosomal Acid Lipase Deficiency (Wolman Disease)","21","ENR","LYSOSOMAL ACID LIPASE DEFICIENCY (WOLMAN DISEASE)%PATHWHIZ%PW000099","2.0024","0.0","LYSOSOMAL ACID LIPASE DEFICIENCY (WOLMAN DISEASE)%PATHWHIZ%PW000099","false","LYSOSOMAL ACID LIPASE DEFICIENCY (WOLMAN DISEASE)%PATHWHIZ%PW000099"
"2","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.5035","0.0251","0.717","RPS4X|RPS15|RPL5|RPL7A|RPS17|RPS16|RPL18A|RPS18|RPLP2|RPL23|RPL35|RPL38|RPL37|RPL21|RPS7|RPS8|RPL13A|RPL9P9|RPL37A|RPL24|RPL27|RPSA|RPL36|RPL4|RPL8|RPS12|RPS11|RPS13|RPL18|RPS3|RPL14|RPS2|RPS14|RPS19|RPL34|RPL6|RPL39|TARS1|RPS9|RPS10|RPS5|RPL22|RPS6|RPL30|RPL26|RPL29|RPL28|UBA52|RPL10|RPL12|RPL36A|RPS15A|RPL13|RPL15|RPL17|RPL19|RPL41|RPL35A|RPL23A|RPS26|RPS25|RPL11|RPS28|RPS27|RPLP0|RPS29|RPS3A|RPL27A|RPS20|FAU|RPS21|RPS24|RPS23|RPL3|RACK1|RPL32|RPL31|RPLP1|RPL10A|RPL7","Protein Synthesis: Threonine","80","ENR","PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525","-1.9037","0.0","PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525","false","PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525"
"1","2.5086383061657274","2.5086383061657274","2.5086383061657274","0.9969","1","0.7843","0.0078","0.449","FDFT1|ACAT2|FDPS|NSDHL|MSMO1|SOAT1|CYP51A1|LSS|GGPS1|TM7SF2|LIPA|DHCR24|SC5D|EBP|MVD|HSD17B7|MVK|HMGCR|SQLE|PMVK|IDI1","Simvastatin Action Pathway","21","ENR","SIMVASTATIN ACTION PATHWAY%PATHWHIZ%PW000127","2.0155","0.0031","SIMVASTATIN ACTION PATHWAY%PATHWHIZ%PW000127","false","SIMVASTATIN ACTION PATHWAY%PATHWHIZ%PW000127"
"4","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6954","0.0023","0.098","SIK1|UBR4|ABCA2|GFI1|PLIN5|CCDC3|INSIG1|FGF19|ENDOU|DCAF5|BRCA1|APOC3|APOC2|NFKB1|BMP5|PDGFB|FBXW7|WDTC1|IL1B|GPER1|APOC1|KIF12|ADRA2A|CIDEC|TMX1|HCAR2|ERLIN2|HCAR3|UGT1A1|COP1|HCAR1|APOE|MFSD2A|INS|SORL1|FANCD2OS|CIDEA|TRIB3|CHLSN|APOD|APOA2|BSCL2|PIBF1|CEACAM1|ACADVL|PDGFA|SCAP|ACADL|REST|ANGPTL4|ORMDL1|DKKL1|SIRT1|SREBF1|WNT4|NCOR1|SNAI2|PRKAA1|ORMDL2|ERLIN1|ORMDL3|UGT1A8|ALK|PRMT3|AKT1|DKK3|BMP2|SOX9|PROX1|TNF|AKR1C3|MARCHF6|GPLD1|ETFBKMT|NR0B1|SLC22A13|SIRT4|PDE3B|ASXL3|SNAI1|APPL2|KLHL25|SPHK1","negative regulation of lipid metabolic process","83","ENR","NEGATIVE REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0045833","2.1091","0.0","NEGATIVE REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0045833","false","NEGATIVE REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0045833"
"1","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7843","0.0099","0.646","FDFT1|ACAT2|FDPS|NSDHL|MSMO1|SOAT1|CYP51A1|LSS|GGPS1|TM7SF2|LIPA|DHCR24|SC5D|EBP|MVD|HSD17B7|MVK|HMGCR|SQLE|PMVK|IDI1","Steroid Biosynthesis","21","ENR","STEROID BIOSYNTHESIS%PATHWHIZ%PW000050","1.9843","0.0","STEROID BIOSYNTHESIS%PATHWHIZ%PW000050","false","STEROID BIOSYNTHESIS%PATHWHIZ%PW000050"
,"2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.8678","2.0E-4","0.004","ACSL3|ACADM|ACADS|DLD|FACL4|HADHB|CPT1A|ECHS1|ACSL1|ACSL5|SLC25A20|LIPC|GCDH|ACAT1|PNPLA2|HEL-S-49|DECR1|CRAT|GPD2|ACADVL|CHKB|ACSS2|LIPF|LPL|CPT2|ACADL|ACSL6","Fatty acid beta oxidation","27","ENR","FATTY ACID BETA OXIDATION%WIKIPATHWAYS_20250810%WP143%HOMO SAPIENS","2.2258","0.0","FATTY ACID BETA OXIDATION%WIKIPATHWAYS_20250810%WP143%HOMO SAPIENS","false","FATTY ACID BETA OXIDATION%WIKIPATHWAYS_20250810%WP143%HOMO SAPIENS"
"3","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.5465","0.0051","0.092","NDUFC1|NDUFB11|NDUFS8|NDUFS6|NDUFS4|NDUFV1|NDUFS1|NDUFV3|NME1|NDUFB8|NDUFB6|IMPDH1|SDHB|NDUFB5|NUDT2|NDUFB4|ATP5F1A|NDUFB3|NDUFA1|MT-ATP6|NDUFB2|SDHD|MT-ND4L|NDUFB1|SDHA|VPS9D1|NDUFS2|NDUFA9|NDUFA7|MT-ATP8|NDUFA6|NDUFS5|ATP5PB|NDUFB9|NDUFA3|NDUFA2|ATP5F1D|ATP5F1E|IMPDH2|ATP5F1EP2|ATP5MGL|ALDOA|SLC25A13|ATP5MC1|TGFB1|ATP5MK|ATP5MJ|ATP5PD|ATP5PF|ATP5MC2|NDUFS3|ATP5MC3|ATP5F1B|NDUFS7|NDUFB7|ATP5F1C|PRKAG2|COX11|NDUFV2|SDHC|ATP5MG|NDUFA8|ATP5MF|ATP5ME|MT-ND6|NDUFA5|MT-ND4|NME2|NDUFA13|MT-ND5|NDUFA11|NDUFA12|NDUFA10|MT-ND2|MT-ND3|MT-ND1|NDUFAB1|NDUFB10|ATP5PO|NDUFC2","purine ribonucleoside triphosphate biosynthetic process","80","ENR","PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009206","-2.0753","0.0","PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009206","false","PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009206"
"23","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7583","0.0041","0.201","GET4|UBL4A|SEC63|SGTB|SPCS2|MAN1A1|EDEM1|CHMP4B|CHMP4A|SRP54|SEC61G|SEC61B|SRPRA|SRPRB|SRP72|SRP68|SEC61A2|SEC62|SRP14|ZFAND2A|ZFAND2B|HSPA5|SEC61A1|SRP19|SRP9|SPCS3|SPCS1|SGTA|BAG6","protein targeting to ER","29","ENR","PROTEIN TARGETING TO ER%GOBP%GO:0045047","2.0692","0.0","PROTEIN TARGETING TO ER%GOBP%GO:0045047","false","PROTEIN TARGETING TO ER%GOBP%GO:0045047"
"14","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.4655","0.0288","0.802","MRPL33|MRPL4|MIEF1|MRPL41|MALSU1|MRPL42|MTRFR|MRPL2|MTRES1|MRPL1|CHCHD1|MRPS28|TSFM|MRPS26|MRPS27|MRPS24|MRPS25|MRPS23|MRPS18B|MRPL49|MRPS2|MRPS18A|MRPS21|MT-CO1|MRPL47|MRPL48|MT-ATP6|MRPS7|MRPL45|MRPL46|MRPS30|MRPS6|MRPS5|MRPL43|MRPS18C|MRPL44|MRPL52|MRPL53|MRPL50|MRPL15|MRPS9|MRPL51|MRPS35|MRPS33|MRPL18|MRPL19|MRPS34|MRPL16|MRPL17|MRPS31|MRPL14|MRPL58|MRPL12|MRPL57|MRPL13|MTRF1|MRPL54|MRPL10|MRPL55|MT-CO3|MRPL20|GADD45GIP1|MRPL27|MRPL28|ERAL1|OXA1L|MRPL24|MRPL21|MRPL22|KGD4|MRPL30|MRPS17|GFM1|MTFMT|MRPS16|MRPS14|MRPL3|AURKAIP1|MT-ND6|MT-ND4|DAP3|MT-ND5|MRPL40|MT-ND2|MT-ND3|MT-ND1|MTIF2|MT-ND4L|GFM2|MT-CYB|MRRF|MT-ATP8|MTRF1L|TUFM|MRPL11|MRPL23|PTCD3|MT-CO2|MRPS15|MRPS11|MRPS12|MRPL34|MRPL9|MRPL35|MRPL38|MRPS10|MTIF3|MRPL39|MRPL36|MRPL37|MRPS22|NDUFAB1|MRPL32","Mitochondrial translation","113","ENR","MITOCHONDRIAL TRANSLATION%REACTOME%R-HSA-5368287.5","-1.883","0.0","MITOCHONDRIAL TRANSLATION%REACTOME%R-HSA-5368287.5","false","MITOCHONDRIAL TRANSLATION%REACTOME%R-HSA-5368287.5"
"5","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6198","0.013","0.796","PLA2G15|BDH2|ECI2|AUH|PHYH|FAAH|IVD|ACOT8|ECHDC2|CPT1A|ILVBL|HAO1|MTLN|ACOX2|ABCD4|PCK1|SCP2|AMACR|ABHD1|GCDH|ABCD3|ABCD1|CYP4F12|DECR1|LPIN2|HADH|ECHDC1|PCK2|CPT1B|ABHD3|PEX13|ACADVL|HADHA|ACAA2|NUDT19|MCEE|PEX2|CPT2|ACADL|SLC25A17|ACADM|ACADS|CYP4F2|PCCA|NUDT7|PCCB|ACOXL|ETFB|PPARD|HADHB|ABCD2|ACOX1|CROT|EHHADH|ACAA1|DECR2|ECHS1|SLC27A2|ETFDH|HSD17B4|HACL1|ACBD5|HSD17B10|ABHD2|ACOT7|ACOX3|AIG1|LPIN3|GLYATL2|MCAT|LPIN1|ACOT7L|ECI1|ADIPOQ|ACAD11|CRAT|ACAD10|ADTRP|NUDT8|ETFA","fatty acid catabolic process","80","ENR","FATTY ACID CATABOLIC PROCESS%GOBP%GO:0009062","1.9559","0.0","FATTY ACID CATABOLIC PROCESS%GOBP%GO:0009062","false","FATTY ACID CATABOLIC PROCESS%GOBP%GO:0009062"
,"2.5228787452803374","2.5228787452803374","2.5228787452803374","0.997","1","0.6942","0.0304","0.996","NOS2|FOS|IL2RG|PPP3CA|NFKB1|ATF2|NFKB2|STAT4|MAP2K6|IL18RAP|IL18|STAT1|IL4|GZMA|SPHK2|STAT3|IL1B|TNFSF6|IL1R1|RELA|B2M|RIPK2|HLA-A|GADD45B|TYK2|RELB|SOCS1|RAB7A|CCL4|IL12RB1|IL12A|IL2RA|CCL3|CD8A|IL2|MTOR|HLA-DRA|CD3G|CD3E|CD3D|MAP2K3|CCR5|HLX|TBX21|IL2RB|CD8B1|IL18R1|PPP3R1|LCK|IFNG|IL12B|GADD45G|MAPK14","PID_IL12_2PATHWAY","53","ENR","PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY","1.8678","0.003","PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY","false","PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY"
"5","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6287","0.0201","0.96","BDH2|ECI2|AUH|PHYH|IVD|ADH5|ACOT8|ECHDC2|CPT1A|ILVBL|HAO1|MTLN|ACOX2|ABCD4|SCP2|AMACR|PPARGC1A|ALOX15|GCDH|ABCD3|ABCD1|ADH7|ADIPOR2|HAO2|DECR1|HADH|ECHDC1|CPT1B|ACSM1|ALOX12B|PEX13|ACADVL|HADHA|ACAA2|PLA2G7|PEX2|CPT2|ACADL|SLC25A17|ACADM|ACADS|CYP4F2|ACOXL|ETFB|PPARD|HADHB|ABCD2|ACOX1|CROT|ALOX5|EHHADH|ACAA1|DECR2|ECHS1|SLC27A2|SAMD1|ETFDH|HSD17B4|HACL1|HSD17B10|ALOX15B|CYP4V2|ACOX3|ADIPOR1|ADH4|MCAT|ALOX12|ECI1|ADIPOQ|ACAD11|CRAT|ACAD10|ETFA","lipid oxidation","73","ENR","LIPID OXIDATION%GOBP%GO:0034440","1.9106","0.0","LIPID OXIDATION%GOBP%GO:0034440","false","LIPID OXIDATION%GOBP%GO:0034440"
"10","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.5895","0.0108","0.7","DNAJB12|HSPB3|KLHL15|UFD1|RHBDD1|TM7SF3|HDAC6|HERPUD1|DNAJC10|TBL2|RNF7|DNAJB1|CDK5RAP3|DDIT3|HSPA2|DNAJA1|HSPB1|HSF1|ATF6|UBR5|HSPA4L|DNAJB2|ASB11|VAPB|PACRG|HSPA1L|TMBIM4|HSPA6|SIRT1|ERN1|PARP6|TMTC4|BHLHA15|PARP16|CTH|PARP8|ATF4|BAG3|DNAJB14|EIF2AK3|SERPINH1|HSPB7|DERL3|DERL2|DNAJC4|MBTPS1|MBTPS2|HSPA8|SERP1|QRICH1|CLU|ERP44|EDEM3|CAV1|RPAP2|SELENOS|DERL1|UBR4|HSPH1|VCP|ABCB10|HSPA4|RNF126|PTPN1|TRAM1|HSP90AA1|STT3B|HSPE1|MANF|NFE2L2|HSPD1|ERN2|DAXX|BAK1|AMFR|ATXN3|EDEM2|HSPA5|BAX|UBE2W|HSPB2|HSPA1A|HERPUD2|RTCB|CUL3|CREBZF|DNAJB4|ERMP1|STUB1|AKIRIN2|HSPB8|DNAJB5|YOD1|CREB3L1|CREB3|TOR1B|AGR2|OPTN|ATF6B|TMBIM6|RHBDD2|XBP1|PRKN|DAB2IP|WFS1|EIF2S1|F12|HSP90AB1|SERP2|DNAJC18","response to topologically incorrect protein","110","ENR","RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035966","1.9744","0.0","RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035966","false","RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035966"
"5","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.8145","0.0017","0.065","FADS3|SCD|CTHRC1|PTGS1|PTGIS|DECR2|PTGES|CD74|ALOX15B|DAGLB|ALOX15|DEGS1|SCD5|ALOX12|MIF|PTGDS|CBR1|AKR1C3|FADS2|PRXL2B|PTGES3|TBXAS1|PNPLA8|PTGES2|PLA2G4A|FADS1|PTGS2","unsaturated fatty acid biosynthetic process","27","ENR","UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0006636","2.123","0.0","UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0006636","false","UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0006636"
"3","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.6534","0.018","0.374","COX16|COX18|HIGD1A|COX14|COX7B|COX6A1|COA3|COX8A|COX5A|COX7A2|COX17|TMEM177|COX11|NDUFA4|SMIM20|SURF1|PET100|COX10|CSRP2BP|FAM36A|COX2|PNKD|COX4I1|COX1|TACO1|COX6B1|COX7C|CMC1|COX3|COA6|COX19","Mitochondrial complex IV assembly","31","ENR","MITOCHONDRIAL COMPLEX IV ASSEMBLY%WIKIPATHWAYS_20250810%WP4922%HOMO SAPIENS","-1.9782","0.0","MITOCHONDRIAL COMPLEX IV ASSEMBLY%WIKIPATHWAYS_20250810%WP4922%HOMO SAPIENS","false","MITOCHONDRIAL COMPLEX IV ASSEMBLY%WIKIPATHWAYS_20250810%WP4922%HOMO SAPIENS"
"2","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.5033","0.0253","0.712","RPS4X|RPS15|RPL5|RPL7A|RPS17|RPS16|RPL18A|RPS18|RPLP2|RPL23|RPL35|RPL38|RPL37|RPL21|RPS7|RPS8|RPL13A|RPL9P9|RPL37A|RPL24|RPL27|RPSA|RPL36|RPL4|RPL8|RPS12|RPS11|RPS13|RPL18|RPS3|RPL14|RPS2|RPS14|RPS19|RPL34|RPL6|RPL39|RPS9|RPS10|RPS5|RPL22|RPS6|RPL30|RPL26|RPL29|RPL28|UBA52|RPL10|RPL12|RPL36A|RPS15A|RPL13|RPL15|RPL17|RPL19|RPL41|RPL35A|RPL23A|RPS26|RPS25|RPL11|RPS28|GARS1|RPS27|RPLP0|RPS29|RPS3A|RPL27A|RPS20|FAU|RPS21|RPS24|RPS23|RPL3|RACK1|RPL32|RPL31|RPLP1|RPL10A|RPL7","Protein Synthesis: Glycine","80","ENR","PROTEIN SYNTHESIS: GLYCINE%PATHWHIZ%PW112928","-1.9049","0.0","PROTEIN SYNTHESIS: GLYCINE%PATHWHIZ%PW112928","false","PROTEIN SYNTHESIS: GLYCINE%PATHWHIZ%PW112928"
"1","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7843","0.0106","0.692","FDFT1|ACAT2|FDPS|NSDHL|MSMO1|SOAT1|CYP51A1|LSS|GGPS1|TM7SF2|LIPA|DHCR24|SC5D|EBP|MVD|HSD17B7|MVK|HMGCR|SQLE|PMVK|IDI1","Cholesteryl Ester Storage Disease","21","ENR","CHOLESTERYL ESTER STORAGE DISEASE%SMPDB%SMP0000508","1.9759","0.0","CHOLESTERYL ESTER STORAGE DISEASE%SMPDB%SMP0000508","false","CHOLESTERYL ESTER STORAGE DISEASE%SMPDB%SMP0000508"
"4","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7658","0.0097","0.627","PLIN5|LONP2|PPARA|ABCD2|MLYCD|AKT2|MTLN|TYSND1|PPARGC1A|AKT1|FABP3|SOX9|PRKAG2|ABCD1|MFSD2A|IRS1|ETFBKMT|TWIST1|ABCB11|ACADVL|SIRT4|IRS2|PDK4|APPL2|ACADL|KLHL25","regulation of fatty acid oxidation","26","ENR","REGULATION OF FATTY ACID OXIDATION%GOBP%GO:0046320","1.9868","0.0","REGULATION OF FATTY ACID OXIDATION%GOBP%GO:0046320","false","REGULATION OF FATTY ACID OXIDATION%GOBP%GO:0046320"
,"2.1739251972991736","2.1739251972991736","2.1739251972991736","0.9933","1","0.7412","0.0497","1.0","GCC2|INSIG1|CD81|YOD1|BRSK2|SORL1|EDEM2|UBE2J1|SLC51B|BCAP31|TMEM30A|UBE2G2|EDEM1|DERL3|SVIP|SEC16B|DERL2|ERLEC1|UBAC2|TM9SF4|TMEM30B|OS9","regulation of protein exit from endoplasmic reticulum","22","ENR","REGULATION OF PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0070861","1.804","0.0067","REGULATION OF PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0070861","false","REGULATION OF PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0070861"
"1","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7843","0.0113","0.728","FDFT1|ACAT2|FDPS|NSDHL|MSMO1|SOAT1|CYP51A1|LSS|GGPS1|TM7SF2|LIPA|DHCR24|SC5D|EBP|MVD|HSD17B7|MVK|HMGCR|SQLE|PMVK|IDI1","Hyper-IgD Syndrome","21","ENR","HYPER-IGD SYNDROME%SMPDB%SMP0000509","1.97","0.0","HYPER-IGD SYNDROME%SMPDB%SMP0000509","false","HYPER-IGD SYNDROME%SMPDB%SMP0000509"
"12","2.537602002101044","2.537602002101044","2.537602002101044","0.9971","1","0.6244","0.0451","1.0","HMOX1|SIRT1|NCOR1|PPARA|NCOA6|RORA|TBL1XR1|ATF2|CRTC3|NRIP1|TBL1X|RAI1|HDAC3|CLEC1B|PPARGC1A|CRTC2|CRTC1|MEF2C|NCOA2|RXRA|NFE2L2|MED1|CARM1|NR1D1|NPAS2|BMAL1|EP300|HBA2|CLOCK|MEF2D|LY96|SMARCD3|APOB|APOA1|XPO1|BACH1|CHD9|PGRMC2|TGS1|HBB|TLR4|MAFK|NCOA1|SLC46A1|CREBBP|HELZ2","Heme signaling","46","ENR","HEME SIGNALING%REACTOME%R-HSA-9707616.4","1.8167","0.0029","HEME SIGNALING%REACTOME%R-HSA-9707616.4","false","HEME SIGNALING%REACTOME%R-HSA-9707616.4"
"16","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6894","1.0E-4","0.002","RB1|H2AB1|H2AC8|H2AC6|SCD|H2AC7|TBL1XR1|KMT2D|TBL1X|ACSL1|KMT2C|PPARGC1A|PEX11A|CIDEC|PAGR1|PLIN4|SCD5|THRSP|DPY30|H2BC26|KDM6A|H2BC17|H2BC1|CDK5|PPARGC1B|ELOVL5|SIRT1|PLIN2|NCOA3|MED16|MED17|MGLL|MED14|MED13|MED10|DGAT2|MED27|NCOA2|PLIN1|MED20|LPIN1|MED4|MED7|CD36|WDR5|AJUBA|CDK8|CCNC|PAXIP1|H2BC21|ABL1|PHLDA1|CREBBP|NCOA6|H2AJ|H3-3B|CEBPA|ACSS3|AGPAT2|HDAC3|MED12|H2BC3|RXRA|MED1|PNPLA2|MED6|EP300|MED23|MED30|MED31|H3C15|H2BC13|H2BC14|H2BC15|H2BC11|NCOA4|RBBP5|MED24|NCOA1|H2AC19|H2AX|ANGPTL4|H2AC14|NCOR1|H2BC12|H2AC20|LIPE|H2BC12L|ASH2L|H4C9|ADIPOQ|H3C8|H2AZ2|GPS2|H2BC9|H2BC8|FABP4|H2BC5|GPAM|LPL|PDK4|NCOR2","MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis","102","ENR","MLL4 AND MLL3 COMPLEXES REGULATE EXPRESSION OF PPARG TARGET GENES IN ADIPOGENESIS AND HEPATIC STEATOSIS%REACTOME DATABASE ID RELEASE 93%9841922","2.2423","0.0","MLL4 AND MLL3 COMPLEXES REGULATE EXPRESSION OF PPARG TARGET GENES IN ADIPOGENESIS AND HEPATIC STEATOSIS%REACTOME DATABASE ID RELEASE 93%9841922","false","MLL4 AND MLL3 COMPLEXES REGULATE EXPRESSION OF PPARG TARGET GENES IN ADIPOGENESIS AND HEPATIC STEATOSIS%REACTOME DATABASE ID RELEASE 93%9841922"
"33","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7242","0.0395","1.0","SLC38A1|SLC22A4|SLC7A5|SLC3A2|SLC7A3|SLC1A1|SLC7A2|SLC22A2|SLC1A4|SLC6A14|SLC36A1|SLC6A13|SLC7A1|SLC7A8|SLC38A5|SLC6A5|SLC6A6|TSPO2|SLC1A2|SLC47A1|SLC6A7|SLC36A4|SLC6A9|SLC38A2|SLC38A4|SLC38A3|SLC1A3|SLC1A6|SLC16A2|SLC1A5","amino acid import across plasma membrane","30","ENR","AMINO ACID IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0089718","1.8355","0.0","AMINO ACID IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0089718","false","AMINO ACID IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0089718"
